ID,Nome,Nome original,Qualidade,Slot,Tipo,Nivel,Ouro,CPs,Descricao
181455,Dark Wizard,DarkWizard,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181465,Prairie Wind,PrairieWind,Normal,Garment,Garment,0,100,675,Resplendent dress of the nomadic people in prairie grassland
181475,Songof Tianshan,SongofTianshan,Normal,Garment,Garment,0,100,675,Traditional dress of Uigur Nationality living at the foot of Tianshan mountain.
181485,Royal Dignity,RoyalDignity,Normal,Garment,Garment,0,100,675,Official dress of the royals of the Ch`ing Dynasty.
181495,Daisy,Daisy,Normal,Garment,Garment,0,100,675,Delicate and touching like blue or yellow daisy.
181505,Black Phoenix,BlackPhoenix,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181515,Black Elegance,BlackElegance,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181525,Black Celestial,BlackCelestial,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181535,Wedding Gown,WeddingGown,Normal,Garment,Garment,0,100,675,Wear it on the most joyous occasion in your life for celebrating your marriage.
181545,Colorful Dress,ColorfulDress,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181555,Dark Wizard,DarkWizard,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181565,Prairie Wind,PrairieWind,Normal,Garment,Garment,0,100,675,Resplendent dress of the nomadic people in prairie grassland
181575,Songof Tianshan,SongofTianshan,Normal,Garment,Garment,0,100,675,Traditional dress of Uigur Nationality living at the foot of Tianshan mountain.
181585,Royal Dignity,RoyalDignity,Normal,Garment,Garment,0,100,675,Official dress of the royals of the Ch`ing Dynasty.
181595,Daisy,Daisy,Normal,Garment,Garment,0,100,675,Delicate and touching like blue or yellow daisy.
181605,Red Phoenix,RedPhoenix,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181615,Red Elegance,RedElegance,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181625,Red Celestial,RedCelestial,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181635,Wedding Gown,WeddingGown,Normal,Garment,Garment,0,100,675,Wear it on the most joyous occasion in your life for celebrating your marriage.
181645,Colorful Dress,ColorfulDress,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181655,Dark Wizard,DarkWizard,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181665,Prairie Wind,PrairieWind,Normal,Garment,Garment,0,100,675,Resplendent dress of the nomadic people in prairie grassland
181675,Songof Tianshan,SongofTianshan,Normal,Garment,Garment,0,100,675,Traditional dress of Uigur Nationality living at the foot of Tianshan mountain.
181685,Royal Dignity,RoyalDignity,Normal,Garment,Garment,0,100,675,Official dress of the royals of the Ch`ing Dynasty.
181695,Daisy,Daisy,Normal,Garment,Garment,0,100,675,Delicate and touching like blue or yellow daisy.
181705,Green Phoenix,GreenPhoenix,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181715,Green Elegance,GreenElegance,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181725,Green Celestial,GreenCelestial,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181735,Wedding Gown,WeddingGown,Normal,Garment,Garment,0,100,675,Wear it on the most joyous occasion in your life for celebrating your marriage.
181745,Colorful Dress,ColorfulDress,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181755,Dark Wizard,DarkWizard,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181765,Prairie Wind,PrairieWind,Normal,Garment,Garment,0,100,675,Resplendent dress of the nomadic people in prairie grassland
181775,Songof Tianshan,SongofTianshan,Normal,Garment,Garment,0,100,675,Traditional dress of Uigur Nationality living at the foot of Tianshan mountain.
181785,Royal Dignity,RoyalDignity,Normal,Garment,Garment,0,100,675,Official dress of the royals of the Ch`ing Dynasty.
181795,Daisy,Daisy,Normal,Garment,Garment,0,100,675,Delicate and touching like blue or yellow daisy.
181805,Blue Phoenix,BluePhoenix,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181815,Blue Elegance,BlueElegance,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181825,Blue Celestial,BlueCelestial,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181835,Wedding Gown,WeddingGown,Normal,Garment,Garment,0,100,675,Wear it on the most joyous occasion in your life for celebrating your marriage.
181845,Colorful Dress,ColorfulDress,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181855,Dark Wizard,DarkWizard,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181865,Prairie Wind,PrairieWind,Normal,Garment,Garment,0,100,675,Resplendent dress of the nomadic people in prairie grassland
181875,Songof Tianshan,SongofTianshan,Normal,Garment,Garment,0,100,675,Traditional dress of Uigur Nationality living at the foot of Tianshan mountain.
181885,Royal Dignity,RoyalDignity,Normal,Garment,Garment,0,100,675,Official dress of the royals of the Ch`ing Dynasty.
181895,Daisy,Daisy,Normal,Garment,Garment,0,100,675,Delicate and touching like blue or yellow daisy.
181905,Purple Phoenix,PurplePhoenix,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181915,Purple Elegance,PurpleElegance,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181925,Purple Celestial,PurpleCelestial,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181935,Wedding Gown,WeddingGown,Normal,Garment,Garment,0,100,675,Wear it on the most joyous occasion in your life for celebrating your marriage.
181945,Colorful Dress,ColorfulDress,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181955,Dark Wizard,DarkWizard,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
181965,Prairie Wind,PrairieWind,Normal,Garment,Garment,0,100,675,Resplendent dress of the nomadic people in prairie grassland
181975,Songof Tianshan,SongofTianshan,Normal,Garment,Garment,0,100,675,Traditional dress of Uigur Nationality living at the foot of Tianshan mountain.
181985,Royal Dignity,RoyalDignity,Normal,Garment,Garment,0,100,675,Official dress of the royals of the Ch`ing Dynasty.
181995,Daisy,Daisy,Normal,Garment,Garment,0,100,675,Delicate and touching like blue or yellow daisy.
182305,Southof Cloud,SouthofCloud,Normal,Garment,Garment,0,100,675,Traditional dress of Jing-po Nationality living in the South of Cloud.
182315,Bonfire Night,BonfireNight,Normal,Garment,Garment,0,100,675,The Tajik people usually wear it in the ceremony night with Bonfire.
182325,Angelical Dress,AngelicalDress,Normal,Garment,Garment,0,100,675,This dress suits those sweet girl and lovely boy.
182335,Blue Dream,BlueDream,Normal,Garment,0,0,100,0,0
182345,Moon Orchid,MoonOrchid,Normal,Garment,0,0,100,0,0
182355,Feather Dress,FeatherDress,Normal,Garment,0,0,100,0,0
182365,Heaven Scent,HeavenScent,Normal,Garment,0,0,100,0,0
182375,Cherry Blossom,CherryBlossom,Normal,Garment,0,0,100,0,0
182385,Dreamin Flowers,DreaminFlowers,Normal,Garment,0,0,100,0,0
182405,Southof Cloud,SouthofCloud,Normal,Garment,Garment,0,100,675,Traditional dress of Jing-po Nationality living in the South of Cloud.
182415,Bonfire Night,BonfireNight,Normal,Garment,Garment,0,100,675,The Tajik people usually wear it in the ceremony night with Bonfire.
182425,Angelical Dress,AngelicalDress,Normal,Garment,Garment,0,100,675,This dress suits those sweet girl and lovely boy.
182435,Blue Dream,BlueDream,Normal,Garment,0,0,100,0,0
182445,Moon Orchid,MoonOrchid,Normal,Garment,0,0,100,0,0
182455,Flying Feather,FlyingFeather,Normal,Garment,0,0,100,0,0
182465,Heaven Scent,HeavenScent,Normal,Garment,0,0,100,0,0
182475,Danceof Cherry,DanceofCherry,Normal,Garment,0,0,100,0,0
182485,Dreamin Flowers,DreaminFlowers,Normal,Garment,0,0,100,0,0
182505,Southof Cloud,SouthofCloud,Normal,Garment,Garment,0,100,675,Traditional dress of Jing-po Nationality living in the South of Cloud.
182515,Bonfire Night,BonfireNight,Normal,Garment,Garment,0,100,675,The Tajik people usually wear it in the ceremony night with Bonfire.
182525,Angelical Dress,AngelicalDress,Normal,Garment,Garment,0,100,675,This dress suits those sweet girl and lovely boy.
182535,Blue Dream,BlueDream,Normal,Garment,0,0,100,0,0
182545,Moon Orchid,MoonOrchid,Normal,Garment,0,0,100,0,0
182555,Flying Feather,FlyingFeather,Normal,Garment,0,0,100,0,0
182565,Heaven Scent,HeavenScent,Normal,Garment,0,0,100,0,0
182575,Danceof Cherry,DanceofCherry,Normal,Garment,0,0,100,0,0
182585,Dreamin Flowers,DreaminFlowers,Normal,Garment,0,0,100,0,0
182605,Southof Cloud,SouthofCloud,Normal,Garment,Garment,0,100,675,Traditional dress of Jing-po Nationality living in the South of Cloud.
182615,Bonfire Night,BonfireNight,Normal,Garment,Garment,0,100,675,The Tajik people usually wear it in the ceremony night with Bonfire.
182625,Angelical Dress,AngelicalDress,Normal,Garment,Garment,0,100,675,This dress suits those sweet girl and lovely boy.
182635,Blue Dream,BlueDream,Normal,Garment,0,0,100,0,0
182645,Moon Orchid,MoonOrchid,Normal,Garment,0,0,100,0,0
182655,Flying Feather,FlyingFeather,Normal,Garment,0,0,100,0,0
182665,Heaven Scent,HeavenScent,Normal,Garment,0,0,100,0,0
182675,Danceof Cherry,DanceofCherry,Normal,Garment,0,0,100,0,0
182685,Dreamin Flowers,DreaminFlowers,Normal,Garment,0,0,100,0,0
182705,Southof Cloud,SouthofCloud,Normal,Garment,Garment,0,100,675,Traditional dress of Jing-po Nationality living in the South of Cloud.
182715,Bonfire Night,BonfireNight,Normal,Garment,Garment,0,100,675,The Tajik people usually wear it in the ceremony night with Bonfire.
182725,Angelical Dress,AngelicalDress,Normal,Garment,Garment,0,100,675,This dress suits those sweet girl and lovely boy.
182735,Blue Dream,BlueDream,Normal,Garment,0,0,100,0,0
182745,Moon Orchid,MoonOrchid,Normal,Garment,0,0,100,0,0
182755,Flying Feather,FlyingFeather,Normal,Garment,0,0,100,0,0
182765,Heaven Scent,HeavenScent,Normal,Garment,0,0,100,0,0
182775,Danceof Cherry,DanceofCherry,Normal,Garment,0,0,100,0,0
182785,Dreamin Flowers,DreaminFlowers,Normal,Garment,0,0,100,0,0
182805,Southof Cloud,SouthofCloud,Normal,Garment,Garment,0,100,675,Traditional dress of Jing-po Nationality living in the South of Cloud.
182815,Bonfire Night,BonfireNight,Normal,Garment,Garment,0,100,675,The Tajik people usually wear it in the ceremony night with Bonfire.
182825,Angelical Dress,AngelicalDress,Normal,Garment,Garment,0,100,675,This dress suits those sweet girl and lovely boy.
182835,Blue Dream,BlueDream,Normal,Garment,0,0,100,0,0
182845,Moon Orchid,MoonOrchid,Normal,Garment,0,0,100,0,0
182855,Flying Feather,FlyingFeather,Normal,Garment,0,0,100,0,0
182865,Heaven Scent,HeavenScent,Normal,Garment,0,0,100,0,0
182875,Danceof Cherry,DanceofCherry,Normal,Garment,0,0,100,0,0
182885,Dreamin Flowers,DreaminFlowers,Normal,Garment,0,0,100,0,0
182905,Southof Cloud,SouthofCloud,Normal,Garment,Garment,0,100,675,Traditional dress of Jing-po Nationality living in the South of Cloud.
182915,Bonfire Night,BonfireNight,Normal,Garment,Garment,0,100,675,The Tajik people usually wear it in the ceremony night with Bonfire.
182925,Angelical Dress,AngelicalDress,Normal,Garment,Garment,0,100,675,This dress suits those sweet girl and lovely boy.
182935,Blue Dream,BlueDream,Normal,Garment,0,0,100,0,0
182945,Moon Orchid,MoonOrchid,Normal,Garment,0,0,100,0,0
182955,Flying Feather,FlyingFeather,Normal,Garment,0,0,100,0,0
182965,Heaven Scent,HeavenScent,Normal,Garment,0,0,100,0,0
182975,Danceof Cherry,DanceofCherry,Normal,Garment,0,0,100,0,0
182985,Dreamin Flowers,DreaminFlowers,Normal,Garment,0,0,100,0,0
183225,Valentines Formal,ValentinesFormal,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
183275,Robeof Darkness,RobeofDarkness,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
183305,Sand Raider,SandRaider,Normal,Garment,Garment,0,100,675,Fixed.
183315,Samurai Legacy,SamuraiLegacy,Normal,Garment,Garment,0,100,675,The legacy of the noble Samurai will endow you with both physical prowess AND good looks!
183325,Dusk Romance,DuskRomance,Normal,Garment,Garment,0,100,675,"It shines as brightly as the rays of the sun! The design hints at a romantic story, still yet to unfold..."
183335,Right Star Suit,RightStarSuit,Normal,Garment,Garment,0,100,675,This garment perfectly represents the spirit of justice.
183345,Taekwondo Uniform,TaekwondoUniform,Normal,Garment,Garment,0,100,675,"This garment expresses the taekwondo philosophy: be a champion of justice, freedom and brightness."
183365,Party Dress(Lady),PartyDress(Lady),Normal,Garment,0,0,100,0,0
183375,Caribbean Pirate,CaribbeanPirate,Normal,Garment,Garment,0,100,675,Right click to put on this gorgeous garment.
183385,Doctor's Jacket,Doctor`sJacket,Normal,Garment,Garment,0,100,675,Put this jacket on and you`ll be ready to start diagnosing Lupus in no time.
183395,Delight of Speed,Delight~of~Speed,Normal,Garment,Garment,0,100,675,The driver suit for the people who are in pursuit of the top speed. Feel the delight of the speed.
183405,Nobody Suit,NobodySuit,Normal,Garment,0,0,100,0,0
183415,Sands Of Time,SandsOfTime,Normal,Garment,Garment,0,100,675,A dusty garment from a strange dungeon...
183425,Fancy Azure,FancyAzure,Normal,Garment,Garment,0,100,675,"Embroidered with chinese traditional design, this blue garment shows the royal style."
183465,Christmas Suit,ChristmasSuit,Normal,Garment,Garment,0,100,675,"A blue Santa Claus suit for male players, or a green warm jacket suit for female players."
183475,Flame Robe,FlameRobe,Normal,Garment,Garment,0,100,675,"This red robe is covered with an aura of mystery. Put it on, and you will be protected by a mystic power."
183485,Charming Suit,CharmingSuit,Normal,Garment,Garment,0,100,675,Wear this suit to show your charm and attract your lover`s eyes.
183495,Caribbean Pirate,CaribbeanPirate,Normal,Garment,Garment,0,100,675,Right click to put on this gorgeous garment.
183635,Royal Flush,RoyalFlush,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
184305,Fatal Allure,FatalAllure,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
184315,Christmas Costume,ChristmasCostume,Normal,Garment,Garment,0,100,675,"A classic Santa Claus suit for male players, or a purple warm jacket suit for female players."
184325,Evernight,Evernight,Normal,Garment,Garment,0,100,675,A garment specially designed for Halloween! Its unique design makes it the most trendy costume for Halloween.
184335,Punk Rocker,PunkRocker,Normal,Garment,Garment,0,100,675,This handmade clothing absolutely makes you special and unique.
184345,Beach Suit,BeachSuit,Normal,Garment,Garment,0,100,675,"Limited. Once wearing it, you will feel like standing in front of the beautiful sea and enjoying pleasant sunshine."
184355,Evening Wear,EveningWear,Normal,Garment,Garment,0,100,675,"For male and female. An elegant suit, for all of your romantic evening adventures. You`re sure to turn heads, everywhere you go."
184365,White Collar Suit,WhiteCollarSuit,Normal,Garment,Garment,0,100,675,"It`s specially designed for white-collar elites, and it shows your grace and wisdom."
184375,Spartan's Pride,Spartan`sPride,Normal,Garment,0,0,100,0,0
184385,Shanghai Blood Oath,ShanghaiBloodOath,Normal,Garment,Garment,0,100,675,It`s the best time of Shanghai. It`s the worst time of Shanghai.
184395,Spartan's Pride,Spartan`sPride,Normal,Garment,Garment,0,100,675,"The bronze armor of the ultimate ancient warriors, the defenders of Sparta."
184405,Family Business,FamilyBusiness,Normal,Garment,Garment,0,100,675,It reminds people of the years when the many families competed for control of the underground.
185305,Phoenix Gown,PhoenixGown,Normal,Garment,Garment,0,100,675,A Phoenix Gown produced by high quality silk from the mountain and decorated with beautiful gems and jade.
185315,Swallowtail Gown,SwallowtailGown,Normal,Garment,Garment,0,100,675,A noble dancing dress of the palace. It`s special design is sprung from the swallowtail butterfly.
185325,White Celestial,WhiteCelestial,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
185335,Wedding Gown,WeddingGown,Normal,Garment,Garment,0,100,675,Wear it on the most joyous occasion in your life for celebrating your marriage.
185345,Miao Dress,MiaoDress,Normal,Garment,Garment,0,100,675,A beautiful Miao style garment.
185355,Warlock Robe,WarlockRobe,Normal,Garment,Garment,0,100,675,"A robe of the western warlock with an aura of mystery. Put it on, and you will be protected by a mystic power."
185365,Mongolian Dress,MongolianDress,Normal,Garment,Garment,0,100,675,A beautiful Mongolian style garment.
185375,Uyghur Dress,UyghurDress,Normal,Garment,Garment,0,100,675,A beautiful Uyghur style garment.
185385,Manchu Dress,ManchuDress,Normal,Garment,Garment,0,100,675,A beautiful Manchu style garment.
185395,Korean Dress,KoreanDress,Normal,Garment,Garment,0,100,675,A beautiful Korean style garment.
185425,Brown Celestial,BrownCelestial,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
185525,Celetial Robe,CeletialRobe,Normal,Garment,Garment,0,100,675,A Celestial Robe left in the human world by an immortal! You will get above the common and free from vulgarity with it on.
185605,Red Phoenix,RedPhoenix,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
185615,Red Elegance,RedElegance,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
185625,Red Celestial,RedCelestial,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
185705,Green Phoenix,GreenPhoenix,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
185715,Green Elegance,GreenElegance,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
185725,Cyan Celestial,CyanCelestial,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
185825,Blue Celestial,BlueCelestial,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
185905,Phoenix Gown,PhoenixGown,Normal,Garment,Garment,0,100,675,Many beautiful pieces of jade are embroidered on this purple dress.
185915,Swallow Robe,SwallowRobe,Normal,Garment,Garment,0,100,675,A splendid outfit that follows the design of the ancient royal dance garments.
185925,Purple Celestial,PurpleCelestial,Normal,Garment,Garment,0,100,675,You can wear it over your armor.
186305,Southof Cloud,SouthofCloud,Normal,Garment,Garment,0,100,675,Traditional dress of Jing-po Nationality living in the South of Cloud.
186315,Bonfire Night,BonfireNight,Normal,Garment,Garment,0,100,675,The Tajik people usually wear it in the ceremony night with Bonfire.
186325,Angelical Dress,AngelicalDress,Normal,Garment,Garment,0,100,675,This dress suits those sweet girl and lovely boy.
186335,Blue Dream,BlueDream,Normal,Garment,0,0,100,0,0
186345,Moon Orchid,MoonOrchid,Normal,Garment,0,0,100,0,0
186355,Feather Dress,FeatherDress,Normal,Garment,0,0,100,0,0
186365,Heaven Scent,HeavenScent,Normal,Garment,0,0,100,0,0
186375,Cherry Blossom,CherryBlossom,Normal,Garment,0,0,100,0,0
186385,Dreamin Flowers,DreaminFlowers,Normal,Garment,0,0,100,0,0
187305,Peking General,PekingGeneral,Normal,Garment,0,0,100,0,0
187315,Monkey King Gown,MonkeyKingGown,Normal,Garment,Garment,0,100,675,It is patterned on Monkey King`s gown which was awarded by Heavenly Emperor.
187325,Got Talent,GotTalent,Normal,Garment,Garment,0,100,675,It`s specially designed for the most astounding talent! It can`t be traded.
187335,Golden Storm,GoldenStorm,Normal,Garment,Garment,0,100,675,Limited edition. This is the garment that the Handsome Monkey King got while making havoc in the ocean palace.
187345,Featered Robe,FeateredRobe,Normal,Garment,Garment,0,100,675,"Limited edition. Weaved by peacock`s feathers, this garment symbolizes courage and pride."
187355,Beach Suit,BeachSuit,Normal,Garment,Garment,0,100,675,Wear it on the beach and enjoy the sunshine and beautiful sea.
187365,Pure Punk,PurePunk,Normal,Garment,Garment,0,100,675,Limited edition. This garment is made for those who have the courage to say NO.
187405,Armorof Holy Light,ArmorofHolyLight,Normal,Garment,Garment,0,100,675,Provided for the leader of the winning guild of the Cross-server Capture the Flag Contest.
187415,Warrior Armor,WarriorArmor,Normal,Garment,Garment,0,100,675,Provided for the leader of the second place guild of the Cross-server Capture the Flag Contest.
187425,Fighter Armor,FighterArmor,Normal,Garment,Garment,0,100,675,Provided for the leader of the third place guild of the Cross-server Capture the Flag Contest.
187455,Ancient Beauty,AncientBeauty,Normal,Garment,0,0,100,0,0
187465,Ancient General,AncientGeneral,Normal,Garment,Garment,0,100,675,A special garment for the man with invincible power
187475,Blood Thirst,BloodThirst,Normal,Garment,Garment,0,100,675,"When wearing it, you`ll feel a sense of elegance, charm and mystery."
187505,Sword Shadow,SwordShadow,Normal,Garment,Garment,0,100,675,Can you feel the spirit of sword? Can you keep the creed of justice.
187515,Christmas Garment,ChristmasGarment,Normal,Garment,Garment,0,100,675,Cute garment which is a necessity for Christmas.
187575,Anniversary Suit(Female),AnniversarySuit(Female),Normal,Garment,0,0,100,0,0
187605,Graceful Beauty,GracefulBeauty,Normal,Garment,0,0,100,0,0
187635,Anniversary Suit(Female),AnniversarySuit(Female),Normal,Garment,0,0,100,0,0
187665,Sober Dark,SoberDark,Normal,Garment,Garment,0,100,675,"Embroidered with chinese traditional design, this black garment perfectly shows the royal style."
187675,Cherry Rose,CherryRose,Normal,Garment,Garment,0,100,675,"An elegant suit for evening parties. You will attract enviable eyes, no matter where you go with it."
187685,Beach Suit,BeachSuit,Normal,Garment,Garment,0,100,675,Wear it on the beach and enjoy the sunshine and beautiful sea.
187735,Fairy Garment,FairyGarment,Normal,Garment,Garment,0,100,675,A gorgeous looking fairy dress.
187765,Beach Suit,BeachSuit,Normal,Garment,Garment,0,100,675,"Limited. Once wearing it, you will feel like enjoying the beautiful sea and the pleasant sunshine."
187775,Fairy Tale,FairyTale,Normal,Garment,Garment,0,100,675,A Fariy Tale garment for the most charming ladies.
187785,Unique Fairy Tale,UniqueFairyTale,Normal,Garment,Garment,0,100,675,"Presented to VIP5 heroes. Wear it, and you`ll feel like flying on the sky."
187795,Splendid Fairy Tale,SplendidFairyTale,Normal,Garment,Garment,0,100,675,"Presented to VIP6 heroes. Made of splendid feathers, this garment perfectly reveals the elegance of super heroes."
187805,Right Star Suit,RightStarSuit,Normal,Garment,Garment,0,100,675,This garment perfectly represents the spirit of justice.
187825,Essense Of Water,EssenseOfWater,Normal,Garment,Garment,0,100,675,Feel the power of the river with this beautiful robe.
187835,Essense Of Flame,EssenseOfFlame,Normal,Garment,Garment,0,100,675,Unleash the power of flame on your opponents with this imposing armor.
187855,Blood Thirst,BloodThirst,Normal,Garment,Garment,0,100,675,"When wearing it, you`ll feel a sense of elegance, charm and mystery."
187865,Blood Thirst,BloodThirst,Normal,Garment,Garment,0,100,675,"When wearing it, you`ll feel a sense of elegance, charm and mystery."
187875,Blood Thirst,BloodThirst,Normal,Garment,Garment,0,100,675,"When wearing it, you`ll feel a sense of elegance, charm and mystery."
187885,Blood Thirst,BloodThirst,Normal,Garment,Garment,0,100,675,"When wearing it, you`ll feel a sense of elegance, charm and mystery."
187905,Delightof Speed,DelightofSpeed,Normal,Garment,Garment,0,100,675,The driver suit for the people who are in pursuit of the top speed. Feel the delight of the speed.
187915,Doctor's Jacket,Doctor`sJacket,Normal,Garment,Garment,0,100,675,Put this jacket on and you`ll be ready to start diagnosing Lupus in no time.
187925,Evening Wear,EveningWear,Normal,Garment,Garment,0,100,675,"For male and female. An elegant suit, for all of your romantic evening adventures. You`re sure to turn heads, everywhere you go."
187935,Party Dress(Lady),PartyDress(Lady),Normal,Garment,0,0,100,0,0
187945,Taekwondo Uniform,TaekwondoUniform,Normal,Garment,Garment,0,100,675,"This garment expresses the taekwondo philosophy: be a champion of justice, freedom and brightness."
187955,Beach Suit,BeachSuit,Normal,Garment,Garment,0,100,675,"Limited. Once wearing it, you will feel like standing in front of the beautiful sea and enjoying pleasant sunshine."
187965,Delightof Speed,DelightofSpeed,Normal,Garment,Garment,0,100,675,The driver suit for the people who are in pursuit of the top speed. Feel the delight of the speed.
187975,Doctor's Jacket,Doctor`sJacket,Normal,Garment,Garment,0,100,675,Put this jacket on and you`ll be ready to start diagnosing Lupus in no time.
187985,Evening Wear,EveningWear,Normal,Garment,Garment,0,100,675,"For male and female. An elegant suit, for all of your romantic evening adventures. You`re sure to turn heads, everywhere you go."
187995,Feather Dress,FeatherDress,Normal,Garment,0,0,100,0,0
188005,Monkey King Gown,MonkeyKingGown,Normal,Garment,Garment,0,100,675,It is patterned on Monkey King`s gown which was awarded by Heavenly Emperor.
188015,Party Dress(Lady),PartyDress(Lady),Normal,Garment,0,0,100,0,0
188025,Punk Rocker,PunkRocker,Normal,Garment,Garment,0,100,675,This handmade clothing absolutely makes you special and unique.
188035,Taekwondo Uniform,TaekwondoUniform,Normal,Garment,Garment,0,100,675,"This garment expresses the taekwondo philosophy: be a champion of justice, freedom and brightness."
188045,Peking General,PekingGeneral,Normal,Garment,Garment,0,100,675,A magnificent outfit for only the most reputable generals of Beijing opera.
188055,Spartan's Pride,Spartan`sPride,Normal,Garment,Garment,0,100,675,"The bronze armor of the ultimate ancient warriors, the defenders of Sparta."
188065,Beach Suit,BeachSuit,Normal,Garment,Garment,0,100,675,"Limited. Once wearing it, you will feel like standing in front of the beautiful sea and enjoying pleasant sunshine."
188085,Holy Armor,HolyArmor,Normal,Garment,Garment,0,100,675,Provided for the leader of the winning guild of the Cross-server Capture the Flag Contest.
188095,Warrior Armor,WarriorArmor,Normal,Garment,Garment,0,100,675,Provided for the leader of the second place guild of the Cross-server Capture the Flag Contest.
188105,Fighter Armor,FighterArmor,Normal,Garment,Garment,0,100,675,Provided for the leader of the third place guild of the Cross-server Capture the Flag Contest.
188115,Beach Suit,BeachSuit,Normal,Garment,Garment,0,100,675,Wear it on the beach and enjoy the sunshine and beautiful sea.
188125,Chinese Wedding Gown,ChineseWeddingGown,Normal,Garment,Garment,0,100,675,For wedding ceremony.
188155,Errantry Robe,ErrantryRobe,Normal,Garment,Garment,0,100,675,"Made for knights-errant, which stands for justice."
188165,Matador Suit,MatadorSuit,Normal,Garment,Garment,0,100,675,"Matador`s favorite, which is made of denim."
